amount,from_user_id,to_user_id,from_name,to_name,created_at
733.99,4,16,Eva,Quinn,1999-03-31 06:11:04
370.54,19,5,Tina,Frank,1999-06-23 01:12:03
741.82,2,16,Charlie,Quinn,1999-06-13 05:48:25
453.33,1,2,Bob,Charlie,1999-05-03 10:14:05
275.27,6,19,Grace,Tina,1999-01-03 18:30:26
851.87,11,3,Lily,David,1999-04-02 03:34:47
751.26,1,17,Bob,Rachel,1999-06-17 22:09:00
470.58,11,13,Lily,Nora,1999-02-28 02:26:12
679.76,19,19,Tina,Tina,1999-01-26 20:46:02
578.75,17,7,Rachel,Hannah,1999-04-27 03:43:56
469.62,7,13,Hannah,Nora,1999-01-17 14:09:19
587.25,7,20,Hannah,Alice,1999-06-22 16:37:30
395.32,13,20,Nora,Alice,1999-06-20 15:59:25
286.68,2,16,Charlie,Quinn,1999-10-29 08:06:25
380.17,6,19,Grace,Tina,1999-03-03 23:58:14
561.21,9,18,Julia,Steve,1999-12-23 06:52:52
627.76,12,16,Mia,Quinn,1999-02-09 13:23:01
703.46,2,9,Charlie,Julia,1999-05-26 00:18:14
501.58,17,6,Rachel,Grace,1999-09-08 19:41:39
213.50,13,16,Nora,Quinn,1999-07-12 04:05:38
989.97,16,19,Quinn,Tina,1999-04-22 07:38:44
375.28,6,10,Grace,Kyle,1999-12-20 04:13:34
353.31,11,16,Lily,Quinn,1999-11-02 12:40:01
14.27,6,20,Grace,Alice,1999-12-28 16:32:03
904.56,7,3,Hannah,David,1999-12-29 05:47:02
864.93,17,3,Rachel,David,1999-03-25 10:21:57
611.21,3,14,David,Oscar,1999-04-09 14:30:30
866.71,14,20,Oscar,Alice,1999-11-14 13:17:45
910.57,2,8,Charlie,Ivan,1999-11-29 11:41:18
994.54,3,11,David,Lily,1999-11-03 22:39:38
901.58,9,14,Julia,Oscar,1999-07-18 19:43:35
936.14,7,10,Hannah,Kyle,1999-04-06 15:49:14
893.93,9,7,Julia,Hannah,1999-05-20 23:11:47
839.94,19,19,Tina,Tina,1999-04-19 13:07:54
923.97,6,19,Grace,Tina,1999-10-02 07:56:11
702.06,16,2,Quinn,Charlie,1999-05-04 04:23:22
881.72,13,3,Nora,David,1999-07-01 18:24:19
827.99,19,10,Tina,Kyle,1999-02-11 21:57:14
316.78,9,5,Julia,Frank,1999-08-08 01:34:47
135.18,7,12,Hannah,Mia,1999-04-16 06:48:10
98.48,16,3,Quinn,David,1999-02-05 03:49:21
119.35,3,2,David,Charlie,1999-04-03 22:49:18
985.99,10,19,Kyle,Tina,1999-07-13 23:36:47
858.64,6,17,Grace,Rachel,1999-10-27 19:19:07
13.16,4,7,Eva,Hannah,1999-09-15 03:10:26
383.32,4,10,Eva,Kyle,1999-02-28 15:38:30
35.51,6,19,Grace,Tina,1999-03-05 06:53:00
903.11,20,16,Alice,Quinn,1999-02-01 07:27:08
869.41,7,19,Hannah,Tina,1999-04-12 16:24:13
454.81,17,11,Rachel,Lily,1999-10-19 15:43:38
241.22,6,14,Grace,Oscar,1999-02-27 05:11:13
995.63,12,6,Mia,Grace,1999-05-15 02:54:18
621.23,16,5,Quinn,Frank,1999-09-21 19:53:42
345.30,11,18,Lily,Steve,1999-12-25 09:35:34
944.76,8,14,Ivan,Oscar,1999-07-13 17:00:24
772.92,1,13,Bob,Nora,1999-06-26 15:30:50
473.33,16,14,Quinn,Oscar,1999-07-03 08:01:48
760.11,18,3,Steve,David,1999-09-29 03:54:43
791.69,5,19,Frank,Tina,1999-08-21 23:28:16
495.28,6,5,Grace,Frank,1999-09-17 21:17:37
552.68,15,20,Paul,Alice,1999-03-23 03:58:47
19.93,8,19,Ivan,Tina,1999-09-15 18:31:25
344.11,12,6,Mia,Grace,1999-09-12 04:00:12
43.17,11,20,Lily,Alice,1999-07-27 10:23:11
76.17,6,18,Grace,Steve,1999-04-15 07:49:16
418.62,13,5,Nora,Frank,1999-08-27 22:46:28
337.70,18,16,Steve,Quinn,1999-01-17 14:20:37
943.39,6,20,Grace,Alice,1999-09-20 13:41:34
363.86,16,17,Quinn,Rachel,1999-12-02 22:11:06
198.99,16,20,Quinn,Alice,1999-09-28 19:49:23
47.10,6,14,Grace,Oscar,1999-07-17 06:36:56
523.47,9,13,Julia,Nora,1999-06-19 00:49:08
740.32,10,12,Kyle,Mia,1999-06-19 12:12:26
155.00,12,7,Mia,Hannah,1999-07-10 13:39:10
413.96,12,18,Mia,Steve,1999-12-23 12:28:58
183.36,8,19,Ivan,Tina,1999-12-28 13:39:33
3.45,9,17,Julia,Rachel,1999-03-13 11:29:31
538.03,6,4,Grace,Eva,1999-05-31 03:54:48
267.49,20,9,Alice,Julia,1999-01-30 03:04:32
445.25,3,4,David,Eva,1999-01-04 13:30:09
144.20,12,8,Mia,Ivan,1999-03-28 23:39:24
167.88,19,3,Tina,David,1999-10-10 04:09:38
592.22,18,2,Steve,Charlie,1999-01-27 05:25:10
753.87,7,1,Hannah,Bob,1999-01-06 02:16:32
11.28,3,8,David,Ivan,1999-05-24 17:18:53
130.44,10,5,Kyle,Frank,1999-02-09 15:20:33
915.99,9,5,Julia,Frank,1999-01-31 10:55:28
620.16,13,10,Nora,Kyle,1999-07-16 08:50:16
881.82,2,10,Charlie,Kyle,1999-08-20 17:14:15
692.97,3,14,David,Oscar,1999-07-19 04:11:06
868.95,9,3,Julia,David,1999-09-25 07:16:45
993.20,14,3,Oscar,David,1999-09-15 02:35:46
704.40,16,14,Quinn,Oscar,1999-10-01 15:41:50
784.79,14,3,Oscar,David,1999-04-19 13:15:51
294.77,15,5,Paul,Frank,1999-10-07 09:32:37
525.53,6,11,Grace,Lily,1999-01-28 15:34:07
766.48,15,4,Paul,Eva,1999-10-31 19:15:01
679.70,18,12,Steve,Mia,1999-04-24 03:39:46
897.26,2,5,Charlie,Frank,1999-02-19 23:58:44
955.65,6,13,Grace,Nora,1999-06-12 11:45:56
616.24,16,1,Quinn,Bob,1999-10-30 14:45:56
448.46,8,5,Ivan,Frank,1999-10-05 04:00:22
432.06,2,15,Charlie,Paul,1999-04-18 16:08:08
629.12,2,6,Charlie,Grace,1999-05-11 14:35:01
735.03,18,19,Steve,Tina,1999-01-13 16:40:30
790.22,4,1,Eva,Bob,1999-10-26 16:09:07
927.30,5,5,Frank,Frank,1999-03-15 02:02:17
989.46,10,18,Kyle,Steve,1999-07-29 08:18:25
835.22,10,2,Kyle,Charlie,1999-08-19 22:41:15
904.25,16,18,Quinn,Steve,1999-08-16 21:03:29
357.98,6,12,Grace,Mia,1999-08-13 01:03:03
767.55,11,9,Lily,Julia,1999-02-05 18:29:23
266.81,12,5,Mia,Frank,1999-05-11 01:44:48
812.79,15,4,Paul,Eva,1999-12-02 19:05:39
126.63,3,11,David,Lily,1999-08-14 13:17:38
170.62,9,9,Julia,Julia,1999-03-08 22:10:23
745.28,8,17,Ivan,Rachel,1999-03-24 00:52:57
329.64,18,2,Steve,Charlie,1999-04-24 10:02:29
966.84,12,12,Mia,Mia,1999-10-24 15:45:27
461.36,15,9,Paul,Julia,1999-08-05 19:21:43
710.90,5,16,Frank,Quinn,1999-08-29 11:07:37
886.54,15,13,Paul,Nora,1999-09-23 02:54:14
569.67,14,9,Oscar,Julia,1999-02-10 09:24:56
325.22,18,20,Steve,Alice,1999-05-24 04:24:35
993.03,6,8,Grace,Ivan,1999-01-24 15:46:54
828.18,8,17,Ivan,Rachel,1999-08-15 15:04:32
532.56,6,2,Grace,Charlie,1999-08-02 22:34:21
301.27,18,10,Steve,Kyle,1999-10-21 19:20:01
984.89,14,15,Oscar,Paul,1999-11-14 15:24:09
126.26,8,3,Ivan,David,1999-10-25 03:34:33
239.21,5,14,Frank,Oscar,1999-08-03 10:44:06
301.52,3,6,David,Grace,1999-10-21 09:48:26
254.19,7,19,Hannah,Tina,1999-03-04 17:34:26
36.51,8,5,Ivan,Frank,1999-12-19 11:16:34
47.60,15,1,Paul,Bob,1999-01-16 02:55:18
246.67,7,10,Hannah,Kyle,1999-10-25 12:38:52
90.39,14,6,Oscar,Grace,1999-08-24 11:24:44
858.45,3,11,David,Lily,1999-02-10 19:01:36
583.91,11,5,Lily,Frank,1999-10-27 15:49:25
166.88,5,1,Frank,Bob,1999-02-11 12:28:31
681.34,3,9,David,Julia,1999-10-14 05:08:54
800.54,16,15,Quinn,Paul,1999-02-13 00:05:00
95.23,20,9,Alice,Julia,1999-04-14 04:14:00
735.22,10,17,Kyle,Rachel,1999-03-04 02:34:41
752.82,16,17,Quinn,Rachel,1999-04-04 18:47:53
238.74,7,1,Hannah,Bob,1999-10-20 18:29:12
118.87,6,2,Grace,Charlie,1999-05-15 19:20:41
974.87,11,7,Lily,Hannah,1999-03-30 06:35:46
981.55,17,18,Rachel,Steve,1999-08-15 12:04:02
200.91,5,11,Frank,Lily,1999-05-03 13:34:58
506.82,4,20,Eva,Alice,1999-11-27 01:53:42
29.67,1,19,Bob,Tina,1999-07-22 09:06:34
203.83,20,9,Alice,Julia,1999-05-27 19:03:30
908.88,19,13,Tina,Nora,1999-01-02 17:39:55
143.73,18,8,Steve,Ivan,1999-03-12 00:54:13
563.98,2,1,Charlie,Bob,1999-03-02 12:24:25
28.90,18,8,Steve,Ivan,1999-08-26 20:08:23
163.00,14,13,Oscar,Nora,1999-12-14 19:19:05
541.47,11,7,Lily,Hannah,1999-08-25 01:21:10
901.32,6,15,Grace,Paul,1999-05-06 20:40:04
667.86,7,17,Hannah,Rachel,1999-09-13 12:38:16
227.01,3,19,David,Tina,1999-01-24 15:47:32
515.61,20,18,Alice,Steve,1999-03-02 20:43:49
552.88,14,14,Oscar,Oscar,1999-12-28 01:10:49
511.35,7,3,Hannah,David,1999-12-09 22:23:44
491.95,6,9,Grace,Julia,1999-08-07 00:41:21
415.23,18,1,Steve,Bob,1999-10-16 11:28:00
856.85,17,7,Rachel,Hannah,1999-01-31 13:24:16
865.89,2,13,Charlie,Nora,1999-04-15 03:35:58
72.34,10,8,Kyle,Ivan,1999-02-24 04:13:03
814.91,13,6,Nora,Grace,1999-01-04 07:47:34
283.64,11,4,Lily,Eva,1999-11-24 02:06:44
212.01,3,15,David,Paul,1999-12-15 09:04:29
273.07,6,4,Grace,Eva,1999-06-24 23:29:03
996.97,3,13,David,Nora,1999-03-02 03:16:39
629.02,3,1,David,Bob,1999-05-06 16:25:29
459.18,6,13,Grace,Nora,1999-04-28 05:35:57
544.56,6,18,Grace,Steve,1999-10-23 16:13:55
344.02,16,4,Quinn,Eva,1999-10-02 08:26:39
58.68,2,19,Charlie,Tina,1999-06-02 04:01:07
613.56,12,18,Mia,Steve,1999-07-18 19:43:35
66.54,3,14,David,Oscar,1999-04-28 21:30:46
218.07,10,19,Kyle,Tina,1999-10-17 21:37:06
830.31,17,9,Rachel,Julia,1999-05-10 17:42:00
313.93,9,3,Julia,David,1999-05-22 09:12:31
206.08,6,3,Grace,David,1999-12-30 21:57:21
81.46,16,2,Quinn,Charlie,1999-02-08 16:00:47
857.03,4,8,Eva,Ivan,1999-03-03 20:11:42
943.24,3,7,David,Hannah,1999-02-02 09:09:29
66.24,9,1,Julia,Bob,1999-05-10 09:40:07
867.72,13,8,Nora,Ivan,1999-04-08 20:13:35
373.60,2,10,Charlie,Kyle,1999-11-06 02:46:52
649.78,11,16,Lily,Quinn,1999-11-08 10:15:09
654.98,8,5,Ivan,Frank,1999-02-13 21:36:28
437.86,17,10,Rachel,Kyle,1999-04-04 04:35:49
422.86,13,5,Nora,Frank,1999-12-23 08:39:02
884.94,11,6,Lily,Grace,1999-04-07 04:00:51
444.12,16,5,Quinn,Frank,1999-03-30 15:15:05
776.18,1,15,Bob,Paul,1999-07-03 12:52:14
582.91,18,12,Steve,Mia,1999-11-17 06:20:18
32.79,13,2,Nora,Charlie,1999-10-11 17:55:05
699.31,5,18,Frank,Steve,1999-09-30 12:32:26
742.81,12,4,Mia,Eva,1999-01-06 03:17:54
85.27,11,18,Lily,Steve,1999-07-17 23:29:58
856.40,7,16,Hannah,Quinn,1999-01-30 01:08:16
673.60,19,15,Tina,Paul,1999-01-28 01:22:31
840.50,13,20,Nora,Alice,1999-11-25 01:55:33
839.41,12,3,Mia,David,1999-10-09 19:49:32
150.34,5,9,Frank,Julia,1999-03-11 14:16:56
45.11,4,1,Eva,Bob,1999-09-12 22:26:32
660.30,19,6,Tina,Grace,1999-06-25 03:46:30
147.39,10,13,Kyle,Nora,1999-07-02 18:55:35
846.84,8,12,Ivan,Mia,1999-03-10 01:36:07
970.13,12,2,Mia,Charlie,1999-03-30 10:14:49
642.70,9,12,Julia,Mia,1999-04-21 22:16:15
616.34,5,9,Frank,Julia,1999-08-05 19:50:37
574.86,16,2,Quinn,Charlie,1999-07-21 15:31:42
612.32,15,19,Paul,Tina,1999-01-04 22:07:52
638.09,7,8,Hannah,Ivan,1999-07-10 11:41:12
357.42,2,5,Charlie,Frank,1999-04-22 00:46:29
458.18,14,14,Oscar,Oscar,1999-07-18 07:09:29
52.60,2,4,Charlie,Eva,1999-03-07 16:07:18
976.86,14,7,Oscar,Hannah,1999-06-30 12:41:34
892.58,17,8,Rachel,Ivan,1999-03-15 10:03:36
888.60,2,12,Charlie,Mia,1999-10-01 18:52:52
447.58,19,19,Tina,Tina,1999-03-22 17:47:23
71.38,20,14,Alice,Oscar,1999-08-13 05:37:31
907.23,11,12,Lily,Mia,1999-08-11 11:13:02
350.52,6,5,Grace,Frank,1999-09-29 02:49:18
472.58,10,19,Kyle,Tina,1999-08-13 20:34:46
316.17,1,11,Bob,Lily,1999-05-19 07:41:39
710.94,1,15,Bob,Paul,1999-07-15 19:40:51
856.58,7,7,Hannah,Hannah,1999-08-23 10:43:11
112.69,10,15,Kyle,Paul,1999-10-17 13:23:49
592.59,11,9,Lily,Julia,1999-06-20 06:51:56
253.50,18,10,Steve,Kyle,1999-06-25 23:03:27
347.89,5,14,Frank,Oscar,1999-12-05 11:49:54
456.61,16,7,Quinn,Hannah,1999-07-15 08:41:28
180.78,2,4,Charlie,Eva,1999-12-16 01:56:12
141.87,16,3,Quinn,David,1999-11-04 21:48:30
810.08,1,20,Bob,Alice,1999-07-21 21:34:16
77.75,16,16,Quinn,Quinn,1999-07-07 11:57:57
286.39,20,12,Alice,Mia,1999-03-12 14:48:18
109.16,10,14,Kyle,Oscar,1999-11-25 12:50:54
48.52,6,3,Grace,David,1999-12-13 14:58:24
840.17,19,1,Tina,Bob,1999-07-26 02:21:05
313.35,7,5,Hannah,Frank,1999-07-30 09:14:20
401.33,10,8,Kyle,Ivan,1999-01-23 20:57:34
181.10,3,9,David,Julia,1999-10-30 22:29:38
254.38,17,15,Rachel,Paul,1999-11-12 23:03:28
905.08,8,8,Ivan,Ivan,1999-02-21 16:00:23
420.68,6,5,Grace,Frank,1999-05-08 11:50:38
333.65,1,4,Bob,Eva,1999-06-13 12:49:08
276.22,19,14,Tina,Oscar,1999-03-12 16:17:03
780.21,11,10,Lily,Kyle,1999-05-07 14:34:57
832.23,11,17,Lily,Rachel,1999-05-13 20:27:27
13.33,1,13,Bob,Nora,1999-02-10 16:14:25
590.34,10,4,Kyle,Eva,1999-06-12 16:27:39
662.76,18,7,Steve,Hannah,1999-11-10 20:37:45
846.84,7,10,Hannah,Kyle,1999-06-24 20:03:43
674.80,18,10,Steve,Kyle,1999-07-26 22:33:24
170.58,18,5,Steve,Frank,1999-05-10 23:15:51
767.59,6,3,Grace,David,1999-08-17 23:06:41
497.56,12,8,Mia,Ivan,1999-10-26 20:35:13
504.08,7,9,Hannah,Julia,1999-12-19 08:06:22
853.46,19,4,Tina,Eva,1999-04-22 21:38:20
720.52,3,14,David,Oscar,1999-06-03 19:43:39
923.25,9,13,Julia,Nora,1999-01-09 22:04:46
701.27,19,8,Tina,Ivan,1999-05-29 05:11:11
636.98,3,5,David,Frank,1999-02-13 09:10:16
647.44,5,19,Frank,Tina,1999-12-23 22:22:07
568.48,16,18,Quinn,Steve,1999-12-07 17:32:58
419.32,18,16,Steve,Quinn,1999-03-01 15:45:31
399.14,1,3,Bob,David,1999-06-25 04:54:57
6.38,13,8,Nora,Ivan,1999-03-08 23:37:27
630.20,19,18,Tina,Steve,1999-08-30 12:10:27
776.28,9,4,Julia,Eva,1999-10-05 19:31:31
218.05,13,15,Nora,Paul,1999-04-29 22:14:03
667.18,3,9,David,Julia,1999-03-25 09:28:58
881.43,7,1,Hannah,Bob,1999-11-10 17:03:03
304.56,12,5,Mia,Frank,1999-11-18 22:13:04
804.40,16,20,Quinn,Alice,1999-07-03 20:26:26
852.94,4,17,Eva,Rachel,1999-06-06 13:59:55
534.14,11,3,Lily,David,1999-08-21 08:46:06
208.34,12,16,Mia,Quinn,1999-03-10 22:04:25
693.12,4,16,Eva,Quinn,1999-01-01 06:40:08
971.57,4,10,Eva,Kyle,1999-06-07 07:30:42
911.19,9,6,Julia,Grace,1999-07-22 02:53:16
380.63,8,19,Ivan,Tina,1999-08-23 03:20:51
405.14,2,6,Charlie,Grace,1999-05-14 20:51:51
613.77,14,17,Oscar,Rachel,1999-09-13 20:23:11
652.05,19,6,Tina,Grace,1999-12-14 22:19:11
117.86,4,11,Eva,Lily,1999-04-02 15:53:54
521.12,3,17,David,Rachel,1999-01-06 21:58:28
942.85,6,2,Grace,Charlie,1999-11-12 01:54:40
725.48,14,3,Oscar,David,1999-01-17 21:06:50
835.69,13,19,Nora,Tina,1999-07-27 23:56:58
597.70,6,4,Grace,Eva,1999-05-17 19:23:16
571.00,18,8,Steve,Ivan,1999-09-02 06:15:42
491.57,4,6,Eva,Grace,1999-05-02 18:03:28
65.68,1,9,Bob,Julia,1999-01-14 13:24:18
866.54,16,16,Quinn,Quinn,1999-10-29 10:59:02
869.34,20,7,Alice,Hannah,1999-01-21 00:33:24
937.67,16,16,Quinn,Quinn,1999-07-05 19:01:58
818.07,2,3,Charlie,David,1999-12-05 13:19:45
121.81,15,16,Paul,Quinn,1999-02-23 14:12:13
428.99,18,9,Steve,Julia,1999-11-03 07:44:32
716.07,15,4,Paul,Eva,1999-07-08 16:41:06
639.31,13,11,Nora,Lily,1999-05-24 16:26:53
59.50,10,17,Kyle,Rachel,1999-12-28 07:01:53
926.19,18,11,Steve,Lily,1999-09-08 01:48:11
745.88,2,2,Charlie,Charlie,1999-10-02 22:57:38
606.80,4,3,Eva,David,1999-11-07 03:04:41
937.84,1,1,Bob,Bob,1999-11-17 13:53:35
756.05,17,17,Rachel,Rachel,1999-07-15 11:02:18
823.97,20,19,Alice,Tina,1999-11-20 12:04:23
198.37,9,3,Julia,David,1999-11-09 09:01:06
831.35,18,20,Steve,Alice,1999-03-17 17:33:37
493.71,1,3,Bob,David,1999-07-10 15:52:54
579.28,17,2,Rachel,Charlie,1999-08-30 19:13:56
400.79,3,2,David,Charlie,1999-07-19 20:19:42
504.71,5,9,Frank,Julia,1999-07-16 02:21:38
14.23,6,14,Grace,Oscar,1999-07-12 07:12:15
731.79,1,11,Bob,Lily,1999-05-11 10:58:03
764.20,14,4,Oscar,Eva,1999-02-04 03:57:57
444.69,5,20,Frank,Alice,1999-08-26 07:52:01
322.55,9,9,Julia,Julia,1999-02-17 20:02:34
473.31,16,14,Quinn,Oscar,1999-06-10 20:31:57
20.15,9,3,Julia,David,1999-08-19 03:46:00
609.17,3,10,David,Kyle,1999-06-13 09:11:51
98.67,13,15,Nora,Paul,1999-07-19 11:37:23
410.50,11,13,Lily,Nora,1999-11-16 00:59:02
756.89,11,11,Lily,Lily,1999-06-20 06:49:00
848.52,16,11,Quinn,Lily,1999-08-17 08:42:16
734.29,9,8,Julia,Ivan,1999-09-20 18:30:46
918.25,4,18,Eva,Steve,1999-12-10 09:15:05
339.68,9,15,Julia,Paul,1999-12-21 23:26:36
744.50,9,1,Julia,Bob,1999-07-15 00:28:51
96.03,8,9,Ivan,Julia,1999-03-21 04:41:03
577.11,12,13,Mia,Nora,1999-11-17 08:39:29
882.46,20,8,Alice,Ivan,1999-07-02 23:38:18
626.91,6,2,Grace,Charlie,1999-10-19 03:53:49
91.66,10,12,Kyle,Mia,1999-06-16 14:15:02
91.88,17,14,Rachel,Oscar,1999-02-15 20:39:16
951.61,12,8,Mia,Ivan,1999-07-16 13:02:14
94.92,10,18,Kyle,Steve,1999-03-16 14:57:26
912.28,20,20,Alice,Alice,1999-08-25 05:42:45
905.78,13,7,Nora,Hannah,1999-02-24 07:55:31
987.06,16,3,Quinn,David,1999-02-27 00:18:36
306.93,17,13,Rachel,Nora,1999-04-05 02:44:20
134.43,8,12,Ivan,Mia,1999-03-12 07:17:07
931.02,10,1,Kyle,Bob,1999-08-01 07:41:47
251.00,5,15,Frank,Paul,1999-03-07 18:48:29
62.87,10,2,Kyle,Charlie,1999-06-09 08:59:13
789.73,14,13,Oscar,Nora,1999-05-02 23:30:27
615.96,16,10,Quinn,Kyle,1999-11-22 05:00:55
57.90,10,19,Kyle,Tina,1999-07-10 07:32:21
703.12,8,15,Ivan,Paul,1999-02-11 11:15:43
149.47,2,18,Charlie,Steve,1999-11-05 05:38:04
462.46,16,8,Quinn,Ivan,1999-02-26 18:42:06
353.21,17,5,Rachel,Frank,1999-05-13 01:07:38
162.05,11,1,Lily,Bob,1999-10-30 19:18:50
335.27,20,10,Alice,Kyle,1999-12-08 04:35:20
671.74,9,4,Julia,Eva,1999-04-07 22:42:56
663.21,20,14,Alice,Oscar,1999-12-16 00:19:45
836.39,11,13,Lily,Nora,1999-04-28 00:52:02
404.70,19,1,Tina,Bob,1999-12-13 10:02:37
470.81,10,7,Kyle,Hannah,1999-10-17 20:01:26
102.74,8,1,Ivan,Bob,1999-09-13 14:02:53
818.41,3,1,David,Bob,1999-11-21 12:07:57
126.48,6,1,Grace,Bob,1999-07-25 16:20:15
910.30,3,7,David,Hannah,1999-11-25 15:05:40
954.49,10,14,Kyle,Oscar,1999-04-09 14:39:30
40.15,13,9,Nora,Julia,1999-06-02 03:01:15
5.38,8,19,Ivan,Tina,1999-08-09 20:03:02
25.07,6,18,Grace,Steve,1999-12-21 12:47:37
192.06,16,3,Quinn,David,1999-12-02 10:40:24
222.51,17,11,Rachel,Lily,1999-02-25 01:18:02
918.78,4,3,Eva,David,1999-11-23 04:22:27
470.62,10,4,Kyle,Eva,1999-03-16 06:45:23
403.74,5,16,Frank,Quinn,1999-04-10 16:36:02
402.75,9,2,Julia,Charlie,1999-01-13 18:33:05
474.42,6,3,Grace,David,1999-04-13 20:03:49
287.19,17,2,Rachel,Charlie,1999-10-10 04:10:58
628.61,10,8,Kyle,Ivan,1999-09-23 20:24:00
98.78,9,20,Julia,Alice,1999-09-08 18:35:48
363.70,17,20,Rachel,Alice,1999-04-06 18:43:52
892.14,12,11,Mia,Lily,1999-05-13 14:12:56
433.91,15,17,Paul,Rachel,1999-07-17 15:58:39
360.20,17,14,Rachel,Oscar,1999-01-29 07:39:51
637.41,4,7,Eva,Hannah,1999-10-02 12:40:23
672.52,18,3,Steve,David,1999-01-16 09:34:51
116.99,20,6,Alice,Grace,1999-06-15 02:54:29
876.54,7,5,Hannah,Frank,1999-02-17 15:23:54
665.37,3,15,David,Paul,1999-01-02 02:00:29
955.16,11,1,Lily,Bob,1999-08-08 18:16:47
585.35,13,5,Nora,Frank,1999-03-23 17:13:59
943.40,12,6,Mia,Grace,1999-07-27 22:57:19
333.22,16,16,Quinn,Quinn,1999-03-24 05:07:33
548.47,5,3,Frank,David,1999-07-16 02:08:17
166.29,4,5,Eva,Frank,1999-04-08 13:37:07
633.55,16,10,Quinn,Kyle,1999-02-05 11:19:20
859.97,17,19,Rachel,Tina,1999-08-02 22:32:27
16.17,13,17,Nora,Rachel,1999-03-13 21:12:33
8.76,6,2,Grace,Charlie,1999-12-18 08:44:12
553.56,8,18,Ivan,Steve,1999-04-24 16:47:11
384.20,5,15,Frank,Paul,1999-01-02 09:01:03
411.95,3,18,David,Steve,1999-09-10 05:11:16
925.91,11,12,Lily,Mia,1999-09-03 06:18:25
676.94,2,18,Charlie,Steve,1999-12-13 01:24:50
338.52,6,1,Grace,Bob,1999-05-04 03:20:22
713.67,20,16,Alice,Quinn,1999-06-18 17:39:31
902.88,9,15,Julia,Paul,1999-05-07 10:55:13
226.44,20,11,Alice,Lily,1999-03-26 10:24:21
57.73,18,1,Steve,Bob,1999-02-17 19:28:49
12.01,9,11,Julia,Lily,1999-10-17 01:08:58
819.47,1,8,Bob,Ivan,1999-09-10 04:47:42
946.50,2,10,Charlie,Kyle,1999-01-05 07:37:47
134.21,8,10,Ivan,Kyle,1999-07-19 18:32:53
306.12,6,5,Grace,Frank,1999-12-16 12:18:08
438.90,11,19,Lily,Tina,1999-02-24 16:16:39
3.79,17,7,Rachel,Hannah,1999-06-27 13:26:12
651.18,7,20,Hannah,Alice,1999-10-02 21:20:17
591.40,3,11,David,Lily,1999-09-22 01:48:24
821.32,13,20,Nora,Alice,1999-06-04 05:31:55
903.03,17,12,Rachel,Mia,1999-11-21 06:13:23
977.87,18,3,Steve,David,1999-05-08 09:33:18
377.14,15,7,Paul,Hannah,1999-10-27 21:25:58
719.61,5,5,Frank,Frank,1999-10-21 01:05:38
274.84,6,10,Grace,Kyle,1999-01-01 20:54:07
985.52,5,19,Frank,Tina,1999-04-28 07:37:27
288.77,12,9,Mia,Julia,1999-09-11 13:43:22
334.08,16,17,Quinn,Rachel,1999-07-09 11:39:15
961.80,1,17,Bob,Rachel,1999-07-17 20:01:12
193.81,5,2,Frank,Charlie,1999-04-01 10:34:46
606.12,16,18,Quinn,Steve,1999-02-04 08:18:23
863.03,6,19,Grace,Tina,1999-07-24 15:46:04
813.19,4,14,Eva,Oscar,1999-06-18 04:59:02
861.50,12,3,Mia,David,1999-12-11 18:05:09
381.55,9,4,Julia,Eva,1999-02-01 15:57:38
264.36,8,8,Ivan,Ivan,1999-02-11 20:34:31
284.52,18,12,Steve,Mia,1999-10-19 22:16:14
654.66,3,16,David,Quinn,1999-10-17 04:34:56
224.02,7,11,Hannah,Lily,1999-04-01 11:51:49
4.28,8,2,Ivan,Charlie,1999-10-10 12:38:41
724.93,12,3,Mia,David,1999-06-08 01:59:19
846.84,18,16,Steve,Quinn,1999-08-07 18:14:24
638.56,3,2,David,Charlie,1999-01-01 20:37:28
204.69,3,1,David,Bob,1999-07-29 16:31:46
157.74,4,13,Eva,Nora,1999-04-27 16:35:27
990.37,8,19,Ivan,Tina,1999-09-26 16:20:04
149.96,11,3,Lily,David,1999-05-11 19:41:23
983.21,2,6,Charlie,Grace,1999-02-10 23:06:49
488.32,16,13,Quinn,Nora,1999-05-17 01:51:06
830.07,4,8,Eva,Ivan,1999-10-11 18:09:59
456.07,19,18,Tina,Steve,1999-08-09 16:39:47
6.01,13,20,Nora,Alice,1999-05-26 17:51:26
640.92,12,15,Mia,Paul,1999-11-20 03:50:24
705.35,10,11,Kyle,Lily,1999-10-11 05:12:52
270.39,6,1,Grace,Bob,1999-02-28 21:38:45
52.55,20,2,Alice,Charlie,1999-09-06 10:50:08
771.70,18,19,Steve,Tina,1999-05-13 01:04:03
862.98,1,7,Bob,Hannah,1999-02-09 05:40:47
33.41,12,18,Mia,Steve,1999-05-19 15:06:13
899.69,15,8,Paul,Ivan,1999-09-06 18:03:23
202.91,14,4,Oscar,Eva,1999-01-27 03:30:34
997.63,8,19,Ivan,Tina,1999-02-28 21:47:06
956.76,9,15,Julia,Paul,1999-05-10 18:20:47
779.16,10,1,Kyle,Bob,1999-11-19 09:51:36
48.05,10,1,Kyle,Bob,1999-02-25 10:43:50
753.21,12,3,Mia,David,1999-10-29 09:04:45
502.92,7,13,Hannah,Nora,1999-10-30 21:57:08
436.81,3,3,David,David,1999-12-23 20:10:05
258.68,1,17,Bob,Rachel,1999-06-05 00:30:26
704.11,3,19,David,Tina,1999-01-09 12:35:15
